Track,Event Type,Midi Note,Note Name,Velocity,Duration (seconds),Time (seconds)
0,note_on,60,C4,0.6299212598425197,0.17241375000000003,2.4137925
0,note_on,60,C4,0.6299212598425197,0.17241375000000003,2.58620625
0,note_on,60,C4,0.6299212598425197,0.17241375000000003,2.75862
0,note_on,60,C4,0.6299212598425197,0.17241375000000003,3.1034475
0,note_on,60,C4,0.6299212598425197,0.17241375000000003,3.27586125
0,note_on,60,C4,0.6299212598425197,0.17241375000000003,3.6206887500000002
0,note_on,60,C4,0.6299212598425197,0.17241375000000003,3.7931025000000003
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,5.1724125
0,note_on,60,C4,0.6299212598425197,0.1724137499999996,5.344826250000001
0,note_on,60,C4,0.6299212598425197,0.1724137499999996,5.51724
0,note_on,60,C4,0.6299212598425197,0.1724137499999996,5.8620675
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,6.03448125
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,6.37930875
0,note_on,60,C4,0.6299212598425197,0.1724137499999996,6.5517225
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,7.931032500000001
0,note_on,60,C4,0.6299212598425197,0.1724137499999987,8.103446250000001
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,8.27586
0,note_on,60,C4,0.6299212598425197,0.1724137499999987,8.6206875
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,8.79310125
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,9.13792875
0,note_on,60,C4,0.6299212598425197,0.1724137499999987,9.3103425
0,note_on,60,C4,0.6299212598425197,0.1724137499999987,10.689652500000001
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,10.86206625
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,11.03448
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,11.3793075
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,11.55172125
0,note_on,60,C4,0.6299212598425197,0.1724137499999987,11.896548750000001
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,12.0689625
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,13.4482725
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,13.62068625
0,note_on,60,C4,0.6299212598425197,0.1724137499999987,13.7931
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,13.96551375
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,14.1379275
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,14.31034125
0,note_on,60,C4,0.6299212598425197,0.1724137499999987,14.482755000000001
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,14.65516875
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,14.8275825
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,14.99999625
0,note_on,60,C4,0.6299212598425197,0.1724137499999987,15.172410000000001
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,15.34482375
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,15.5172375
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,15.68965125
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,15.862065000000001
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,16.03447875
0,note_on,60,C4,0.6299212598425197,0.17241374999999692,16.206892500000002
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,16.37930625
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,16.8965475
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,17.5862025
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,17.75861625
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,17.93103
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,18.9655125
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,19.13792625
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,19.31034
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,19.48275375
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,19.6551675
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,19.82758125
0,note_on,60,C4,0.6299212598425197,0.17241374999999692,19.999995000000002
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,20.17240875
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,20.3448225
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,20.51723625
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,20.68965
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,20.86206375
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,21.0344775
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,21.20689125
0,note_on,60,C4,0.6299212598425197,0.17241374999999692,21.379305000000002
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,21.7241325
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,21.89654625
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,22.4137875
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,22.758615
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,22.93102875
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,23.1034425
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,23.27585625
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,23.44827
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,23.793097500000002
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,24.137925
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,24.31033875
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,24.4827525
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,24.65516625
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,24.82758
0,note_on,60,C4,0.6299212598425197,0.17241374999999692,25.172407500000002
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,25.517235
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,25.68964875
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,25.8620625
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,26.20689
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,26.379303750000002
0,note_on,60,C4,0.6299212598425197,0.17241374999999692,26.551717500000002
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,26.72413125
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,26.896545
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,27.2413725
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,27.41378625
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,27.9310275
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,28.6206825
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,28.79309625
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,29.3103375
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,29.9999925
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,30.17240625
0,note_on,60,C4,0.6299212598425197,0.17241374999999692,30.344820000000002
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,30.6896475
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,30.86206125
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,31.034475
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,31.20688875
0,note_on,60,C4,0.6299212598425197,0.17241375000000048,31.3793025
0,note_on,60,C4,0.6299212598425197,0.17241374999999692,31.724130000000002
0,note_on,60,C4,0.6299212598425197,0.17241374999999692,32.0689575
0,note_on,60,C4,0.6299212598425197,0.17241375000000403,32.24137125
0,note_on,60,C4,0.6299212598425197,0.17241374999999692,32.413785000000004
0,note_on,60,C4,0.6299212598425197,0.17241374999999692,32.58619875
0,note_on,60,C4,0.6299212598425197,0.17241375000000403,32.7586125
0,note_on,60,C4,0.6299212598425197,0.17241374999999692,32.93102625
0,note_on,60,C4,0.6299212598425197,0.17241375000000403,33.4482675
0,note_on,60,C4,0.6299212598425197,0.17241374999999692,34.1379225
0,note_on,60,C4,0.6299212598425197,0.17241375000000403,34.31033625
0,note_on,60,C4,0.6299212598425197,0.17241375000000403,34.65516375
0,note_on,60,C4,0.6299212598425197,0.17241374999999692,34.827577500000004
0,note_on,60,C4,0.6299212598425197,0.17241374999999692,34.99999125
0,note_on,60,C4,0.6299212598425197,0.17241375000000403,35.172405
0,note_on,60,C4,0.6299212598425197,0.17241374999999692,35.34481875
0,note_on,60,C4,0.6299212598425197,0.17241375000000403,35.5172325
0,note_on,60,C4,0.6299212598425197,0.17241375000000403,35.86206
0,note_on,60,C4,0.6299212598425197,0.17241374999999692,36.551715
